id,product_id,type,number,normative_document,status_compliance,registration_date,expiration_date
8efdc427-2bc5-44fe-9e68-970b9e4a2921,1f9bfb8d-5faa-4824-bae5-0e502bb63966,добровольный сертификат на пищевую продукцию,РОСС RU.1114.86JJ29,ТР ТС 015/2011 «О безопасности зерна»,True,2023-09-25 23:28:03.054882,2024-03-12 23:28:03.054882
5b36bfd7-bd9b-4808-8c5f-27f6a208e9af,d1c3f968-6c24-4621-81e0-36c7fdf0117f,СГР на пищевую продукцию,RU.67.10.85.141.C.497297.10.15,ТР ТС 033/2013 «О безопасности молока и молочной продукции»,True,2023-07-10 23:28:03.054882,2024-02-26 23:28:03.054882
34b39adb-1560-440b-b557-1ad33206e61b,92efe8bf-cf32-4d0e-90b9-2ccd528b5655,добровольный сертификат на пищевую продукцию,РОСС RU.8113.48SP46,ТР ТС 034/2013 «О безопасности мяса и мясной продукции»,True,2023-09-22 23:28:03.054882,2024-03-08 23:28:03.054882
06e8235d-6302-4ed9-9164-10e91849ac25,708c918f-b461-4ab3-9728-93ed4d044f24,Транспортная ВСД,YWRM-6166-MUOB-7413-AJZC-3335-ZJDV-4647,ТР ТС 015/2011 «О безопасности зерна»,True,2023-07-14 23:28:03.054882,2024-02-15 23:28:03.054882
19e37bae-b4ee-40fd-a346-90dd66c440bc,6177f4b2-c118-4575-9552-c47590f1d396,СГР на пищевую продукцию,RU.36.39.80.920.E.925726.08.23,ТР ТС 024/2011 «Технический регламент на масложировую продукцию»,True,2023-10-10 23:28:03.054882,2023-11-21 23:28:03.054882
ec3e34b1-ea74-47ed-b0f6-ec1707774f60,bf631478-7135-48a0-aa6d-c8d0be2b0c59,добровольный сертификат на пищевую продукцию,РОСС RU.2135.84FH57,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2024-04-14 23:28:03.054882,2024-05-15 23:28:03.054882
2d668115-1215-46ee-be56-ccd715cf5b61,02e891e8-2aff-443c-9783-3d349342cc74,добровольный сертификат на пищевую продукцию,РОСС RU.4221.45LR46,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2024-02-15 23:28:03.054882,2024-08-09 23:28:03.054882
040f0b3a-5f4c-4afb-b701-fa12d16df0d9,f479a789-c327-47d8-b402-886fcdfbf5da,СГР на пищевую продукцию,RU.14.13.94.875.E.837931.05.19,ТР ТС 033/2013 «О безопасности молока и молочной продукции»,True,2024-02-19 23:28:03.055874,2024-03-23 23:28:03.055874
a4b9fa87-b77d-43f9-a8b6-022b4f31f21c,20808309-5d64-46ac-8854-e0870e3010aa,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-RU С-CN.НВ43.В.5.81687/24,ТР ТС 015/2011 «О безопасности зерна»,True,2024-02-28 23:28:03.055874,2024-08-25 23:28:03.055874
9976d2c1-e8a0-4881-9a8b-055cf8986385,f79039c9-b95e-4023-b0e8-a734a96d2480,добровольный сертификат на пищевую продукцию,РОСС RU.9349.11YK14,ТР ТС 022/2011 «Пищевая продукция в части ее маркировки»,True,2023-11-10 23:28:03.055874,2024-06-13 23:28:03.055874
1496d049-9fce-4ccc-a07c-e745ccdbfd9f,87e900e7-73b8-4a73-88df-2887ded8a19c,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-KZ С-RU.НВ90.В.3.34112/22,ТР ТС 033/2013 «О безопасности молока и молочной продукции»,True,2023-10-19 23:28:03.055874,2024-03-18 23:28:03.055874
37a71cfe-ae4f-46f6-8d09-fe94547c3ad7,061d5eba-3af3-4beb-a322-e8ee3c120ec1,СГР на пищевую продукцию,RU.76.78.99.472.C.492584.08.14,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2024-01-07 23:28:03.055874,2024-04-18 23:28:03.055874
0c04f4fc-9aa1-407e-904d-7a105c87c9ea,7109a1a0-c739-40c4-bbb7-bb071fa50428,добровольный сертификат на пищевую продукцию,РОСС RU.8664.87ER96,ТР ТС 022/2011 «Пищевая продукция в части ее маркировки»,True,2023-02-21 23:28:03.055874,2024-01-01 23:28:03.055874
d7141ff0-9c81-40e7-84fb-a824d2584595,b7c25f7e-32f6-49cf-ad36-508ea8598e5b,Транспортная ВСД,EAMO-1523-NWA5-2164-OQW4-6286-6JGZ-7457,ТР ТС 015/2011 «О безопасности зерна»,True,2023-11-13 23:28:03.055874,2024-08-22 23:28:03.055874
46ea1ae8-f9a6-4107-96c9-0f749b41b0f1,ab4eb531-5667-4117-863e-e134e2c8552d,СГР на пищевую продукцию,RU.57.80.93.314.E.694856.01.02,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2024-05-29 23:28:03.055874,2024-06-06 23:28:03.055874
6022bbb4-6677-4dd6-adc6-b2109ddb793b,5bded082-59cf-411e-9312-335445c48b88,Транспортная ВСД,Q9GJ-9885-S7HO-7075-HR48-8251-2XG9-8508,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2023-07-24 23:28:03.055874,2024-03-29 23:28:03.055874
ee0d7d26-fe34-41e3-9a80-d5dc3195e293,fea61e2c-694a-4788-b8f2-5af7e68b104e,СГР на пищевую продукцию,RU.11.70.33.609.C.886638.04.16,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2024-04-04 23:28:03.055874,2024-04-21 23:28:03.055874
1f4bcd0c-bc41-4428-bf0c-e1efa2b0bfcb,39b82522-fde3-4fad-b43e-062b3f3d771a,Транспортная ВСД,GT7N-5001-03OF-3700-6BX5-3150-KM8A-2918,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2023-09-30 23:28:03.055874,2023-12-19 23:28:03.055874
c45543f8-6415-463d-9f69-7935dd072f02,e6082c32-f757-4df9-b9b2-66445f7c9b46,добровольный сертификат на пищевую продукцию,РОСС RU.2493.64WM55,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2022-12-13 23:28:03.055874,2023-10-16 23:28:03.055874
1490642b-dc97-4e6d-9f34-e30e0f64e5b8,bbbe663b-645d-4386-87d9-3209efa53351,добровольный сертификат на пищевую продукцию,РОСС RU.3225.44HR33,ТР ТС 033/2013 «О безопасности молока и молочной продукции»,True,2023-04-16 23:28:03.055874,2024-01-11 23:28:03.055874
bbc75480-2bdb-4940-9155-3d853e201d00,9dc6a745-f36e-4da7-9f0a-0e0e00967fad,СГР на пищевую продукцию,RU.17.99.99.852.C.829858.01.02,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2023-06-27 23:28:03.055874,2023-12-02 23:28:03.055874
3d14ad28-6586-4c74-a36e-1a2c97da9daf,2bc208a1-cb93-4850-a3fb-77a95f171885,СГР на пищевую продукцию,RU.14.79.47.176.C.471563.09.17,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2023-07-14 23:28:03.055874,2023-12-03 23:28:03.055874
74613337-7ebb-4f91-979b-34c628cc7454,2419824d-11bb-4b02-9857-0eccf0ceb3af,добровольный сертификат на пищевую продукцию,РОСС RU.8498.30GT39,ТР ТС 033/2013 «О безопасности молока и молочной продукции»,True,2023-06-17 23:28:03.055874,2023-11-03 23:28:03.055874
3d95ddb4-7cd5-4c15-9d6b-888f07a5fe3f,1b3bd4ea-ac5e-439a-87a1-fcfd71420216,Транспортная ВСД,M3UB-0668-4QVD-3034-PIX4-3845-3LIG-2240,ТР ТС 022/2011 «Пищевая продукция в части ее маркировки»,True,2024-05-05 23:28:03.055874,2024-07-11 23:28:03.055874
1ee1ec93-d8dc-49dd-943d-8ab9e39263af,5d954788-e3ad-4111-8f24-1e8dad1f9ff6,СГР на пищевую продукцию,RU.78.47.47.303.E.714533.05.04,ТР ТС 015/2011 «О безопасности зерна»,True,2023-01-23 23:28:03.055874,2024-01-02 23:28:03.055874
8a115593-ea8a-427c-a135-19468851062e,6f2d820d-3d59-4c4d-accf-e914efa9f587,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-RU С-NL.НВ41.В.3.33480/22,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2023-05-01 23:28:03.055874,2024-04-03 23:28:03.055874
6f10d9a1-5386-446d-99d5-209af6ecf984,c2782387-fdf4-40db-8ecd-b43164e081d8,СГР на пищевую продукцию,RU.28.19.21.260.C.120106.12.13,ТР ТС 024/2011 «Технический регламент на масложировую продукцию»,True,2023-06-16 23:28:03.055874,2024-04-21 23:28:03.055874
820fcd3b-f5bf-49c0-a19f-2e2c487c7d89,544dc837-f07b-4e02-9237-48c343385130,СГР на пищевую продукцию,RU.18.63.46.781.C.407230.01.30,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2022-12-18 23:28:03.055874,2023-12-15 23:28:03.055874
474b2729-8e92-4ed5-b659-10d72c9f3202,50822024-718b-4f8f-9a21-8883efd2ae35,добровольный сертификат на пищевую продукцию,РОСС RU.8907.28VQ50,"ТР ТС 029/2012 «Требования безопасности пищевых добавок, ароматизаторов и технологических вспомогательных средств»",True,2024-05-05 23:28:03.055874,2024-07-12 23:28:03.055874
7c4d21e8-695c-4a35-82ca-7623de41a821,057f1d2b-7597-42e0-97d6-734413dc4978,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-KZ С-CN.НВ71.В.8.57837/24,ТР ТС 033/2013 «О безопасности молока и молочной продукции»,True,2024-04-16 23:28:03.055874,2024-04-25 23:28:03.055874
13f18f6e-85ac-4300-bc2c-ce6a951c61a8,55f2e923-d737-4c1e-9b6d-0ef7b622a0a0,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-RU С-RU.НВ87.В.2.45249/21,ТР ТС 015/2011 «О безопасности зерна»,True,2024-06-11 23:28:03.055874,2024-07-12 23:28:03.055874
7f0d43d5-1b68-4a54-b8f8-2f812fa2c5f7,4b491300-8173-47f3-8869-f54afb6d776a,добровольный сертификат на пищевую продукцию,РОСС RU.7525.20UK68,ТР ТС 033/2013 «О безопасности молока и молочной продукции»,True,2023-10-24 23:28:03.055874,2023-12-13 23:28:03.055874
2df077b4-c5a7-41a3-b11f-986cc6490c43,e83bf2a4-a512-4146-82aa-b1982e6e9bce,добровольный сертификат на пищевую продукцию,РОСС RU.7112.42SF70,ТР ТС 024/2011 «Технический регламент на масложировую продукцию»,True,2023-04-01 23:28:03.055874,2023-12-24 23:28:03.055874
c36c482e-1ab2-4e49-9e46-cc3cf10b7ceb,db38b30b-ab43-41bb-92b2-1f7433b95b12,Транспортная ВСД,XZ5Q-2435-3UEB-7446-R7NH-5850-GRSJ-8017,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2024-05-05 23:28:03.055874,2024-08-17 23:28:03.055874
c0b6b5d1-2e86-4d8a-ad93-66cd588dd6c3,a6d8b528-c848-41f0-bfe2-8e09fa68f342,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-BY С-CN.НВ89.В.1.59862/24,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2023-03-17 23:28:03.055874,2023-10-15 23:28:03.055874
26c03086-981b-4944-b455-38644988ced7,1df6cc29-ade5-4b9d-9f3f-beef56732314,СГР на пищевую продукцию,RU.94.97.99.369.C.354490.01.01,"ТР ТС 027/2012 «О безопасности отдельных видов специализированной пищевой продукции, в том числе диетического лечебного и диетического профилактического питания»",True,2023-11-27 23:28:03.055874,2024-03-01 23:28:03.055874
d50e2711-1e9b-4e69-8890-5b8443fa7b62,b43f6341-998f-446c-9911-02afcdb88946,добровольный сертификат на пищевую продукцию,РОСС RU.6370.55QT42,"ТР ТС 027/2012 «О безопасности отдельных видов специализированной пищевой продукции, в том числе диетического лечебного и диетического профилактического питания»",True,2023-08-25 23:28:03.055874,2024-03-06 23:28:03.055874
77e44db5-514e-4daa-925d-c53f22ef5e5b,1eed1dfc-673f-4ad8-af24-dc077a9fec0f,Транспортная ВСД,HGY7-7577-05QX-4434-K2DQ-5375-D95C-4505,ТР ТС 033/2013 «О безопасности молока и молочной продукции»,True,2023-03-12 23:28:03.055874,2023-12-24 23:28:03.055874
9c6be6a0-1483-4441-ac8e-8bfd570d03bd,df40dafe-d5d9-4ab1-84a3-efd06cd00ba9,СГР на пищевую продукцию,RU.93.50.17.848.C.585632.05.19,"ТР ТС 029/2012 «Требования безопасности пищевых добавок, ароматизаторов и технологических вспомогательных средств»",True,2023-04-25 23:28:03.055874,2023-10-11 23:28:03.055874
ca65c44e-2946-425c-ab79-e0a34095ef0e,85898677-80f8-451d-bd46-c68100d15b21,СГР на пищевую продукцию,RU.20.39.39.605.C.303348.01.25,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2023-09-27 23:28:03.055874,2024-02-19 23:28:03.055874
21a73362-fba6-445b-a3ad-102f5bec60f4,ee032934-17b2-4fc5-8a3c-a0f1aee1a80d,добровольный сертификат на пищевую продукцию,РОСС RU.2183.37YM75,"ТР ТС 027/2012 «О безопасности отдельных видов специализированной пищевой продукции, в том числе диетического лечебного и диетического профилактического питания»",True,2023-10-20 23:28:03.055874,2024-04-15 23:28:03.055874
0dfb8bf6-f988-4852-ac00-d10ccd2ffba2,a12331c5-ce42-43cf-84ff-1f2458fbb87e,Транспортная ВСД,9GLC-3012-91L0-4610-EGI1-9160-RI64-0514,ТР ТС 015/2011 «О безопасности зерна»,True,2023-06-30 23:28:03.055874,2024-02-16 23:28:03.055874
e99f0516-b53d-4cdb-a604-71ff61554ecf,2322c67b-3450-4cc7-a37c-b598c0983c32,добровольный сертификат на пищевую продукцию,РОСС RU.8914.28LG31,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2023-07-14 23:28:03.055874,2024-03-29 23:28:03.055874
ec8a14f9-1171-4e1c-9d00-0296348a3426,49108dcd-acee-488b-a3af-3d38de9bdc02,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-KZ С-NL.НВ63.В.3.24310/22,ТР ТС 034/2013 «О безопасности мяса и мясной продукции»,True,2024-04-04 23:28:03.055874,2024-06-29 23:28:03.055874
161319dc-3fc9-4dfd-aa87-2501d50a4f1d,878771dc-11e6-4c10-a2db-59c765538238,СГР на пищевую продукцию,RU.44.53.40.466.E.159976.12.24,ТР ТС 022/2011 «Пищевая продукция в части ее маркировки»,True,2023-12-29 23:28:03.055874,2024-03-01 23:28:03.055874
0f200b44-3c1a-4e42-9db8-e6c184be2b5d,686cb85f-8ece-45dc-a130-9283a7eaf912,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-BY С-US.НВ96.В.3.25018/23,ТР ТС 024/2011 «Технический регламент на масложировую продукцию»,True,2023-07-11 23:28:03.056843,2024-02-21 23:28:03.056843
ac203334-cdfa-46eb-a647-55d14bf3e222,ecb2fd8a-46dc-4ce2-954b-c33496cc1608,добровольный сертификат на пищевую продукцию,РОСС RU.6272.69AW25,ТР ТС 015/2011 «О безопасности зерна»,True,2024-02-27 23:28:03.056843,2024-05-20 23:28:03.056843
f6270db2-89c3-4017-b196-f175702724ed,99f1387a-8d32-467f-9ca3-03328709a4ad,добровольный сертификат на пищевую продукцию,РОСС RU.5450.53ML49,ТР ТС 024/2011 «Технический регламент на масложировую продукцию»,True,2024-03-07 23:28:03.056843,2024-07-31 23:28:03.056843
2590ffba-57fa-42ac-a824-9d75dbb8ba56,ced62591-6ff2-402d-b235-d22d4b9283bb,СГР на пищевую продукцию,RU.18.21.53.558.C.695129.09.30,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2024-06-12 23:28:03.056843,2024-06-27 23:28:03.056843
79c62aef-3428-48a1-a7d8-bb78aa11e8fe,8e03b836-99ea-4a52-9f02-818eb73fc3c8,добровольный сертификат на пищевую продукцию,РОСС RU.4500.67XR15,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2023-11-03 23:28:03.056843,2024-03-06 23:28:03.056843
9e2e4c90-80ff-4a9a-b464-725126facff4,6610c9ac-8e7e-47da-a335-71b9bca5177a,СГР на пищевую продукцию,RU.80.44.10.502.E.424169.11.09,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2024-07-08 23:28:03.056843,2024-07-21 23:28:03.056843
846d89ea-dace-4ff2-b283-73fdfc4ffa1f,82f2ebb2-d9f9-416f-aa71-43a03f0605b2,СГР на пищевую продукцию,RU.80.99.70.964.E.148429.04.20,"ТР ТС 027/2012 «О безопасности отдельных видов специализированной пищевой продукции, в том числе диетического лечебного и диетического профилактического питания»",True,2023-06-28 23:28:03.056843,2024-04-04 23:28:03.056843
9dd108a7-c59f-40ff-9ed4-5fbe88529492,ee454821-9350-4b5c-b85d-50607a1abf5c,Транспортная ВСД,NEAC-9980-8R62-6357-2DCJ-3020-PZ89-0260,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2023-05-15 23:28:03.056843,2023-12-04 23:28:03.056843
e82a63c1-75ac-475b-aaac-51173ded494e,22800e4c-80ad-4312-baaf-9c4373683235,добровольный сертификат на пищевую продукцию,РОСС RU.4570.23NS45,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2023-09-12 23:28:03.056843,2024-01-21 23:28:03.056843
e946eace-e186-4588-8d29-ba8cd18665c5,74cd3c9d-ef11-42ac-9297-275275997d94,добровольный сертификат на пищевую продукцию,РОСС RU.9579.64YK49,ТР ТС 024/2011 «Технический регламент на масложировую продукцию»,True,2023-05-10 23:28:03.056843,2024-01-15 23:28:03.056843
09e6444d-21dd-4096-803c-a01f642d1ea3,af9581d2-8214-4642-b77d-e65ba41a773c,СГР на пищевую продукцию,RU.40.17.63.635.C.399377.10.10,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2023-11-07 23:28:03.056843,2023-12-03 23:28:03.056843
8a77c027-43aa-4363-b335-2e90bc711af8,3e8b2252-ca1e-4f10-8fee-f325092bdcf5,Транспортная ВСД,O0ZG-9503-30I5-1426-XMBI-2105-E012-0735,"ТР ТС 029/2012 «Требования безопасности пищевых добавок, ароматизаторов и технологических вспомогательных средств»",True,2023-11-25 23:28:03.056843,2023-12-02 23:28:03.056843
3de8ba9e-6636-4980-8d99-faefd72cbfb0,e4d01b53-2f3e-48f8-bb30-feea1d5320f3,добровольный сертификат на пищевую продукцию,РОСС RU.5912.91CQ95,"ТР ТС 027/2012 «О безопасности отдельных видов специализированной пищевой продукции, в том числе диетического лечебного и диетического профилактического питания»",True,2023-10-06 23:28:03.056843,2024-03-19 23:28:03.056843
2a72563e-38bb-4cbd-bd2e-fcbd43873124,7355d1c1-b77d-4f08-aafc-834cdbe6351e,СГР на пищевую продукцию,RU.85.30.15.223.E.522613.05.15,"ТР ТС 027/2012 «О безопасности отдельных видов специализированной пищевой продукции, в том числе диетического лечебного и диетического профилактического питания»",True,2023-03-12 23:28:03.056843,2024-03-02 23:28:03.056843
31202ef3-61fb-496c-a6a6-1ff9ec0caf74,85898677-80f8-451d-bd46-c68100d15b21,Транспортная ВСД,WGUZ-9001-EXVV-6230-9OT2-1676-WV0E-2320,ТР ТС 033/2013 «О безопасности молока и молочной продукции»,True,2023-09-16 23:28:03.056843,2023-10-12 23:28:03.056843
5a79a9d3-0e09-40bd-b43e-a6a0c3dd29bf,7bc2b826-e5ce-4a62-a2a3-06488e68a39b,СГР на пищевую продукцию,RU.52.23.92.267.E.602033.08.25,"ТР ТС 027/2012 «О безопасности отдельных видов специализированной пищевой продукции, в том числе диетического лечебного и диетического профилактического питания»",True,2023-10-03 23:28:03.056843,2023-12-25 23:28:03.056843
1766f6b7-7949-44ca-9cfd-b0bbe6102fda,ba9c9356-4a12-4d32-9227-f36d8f5cfdf0,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-BY С-CN.НВ66.В.5.27265/24,ТР ТС 034/2013 «О безопасности мяса и мясной продукции»,True,2023-07-26 23:28:03.056843,2023-12-26 23:28:03.056843
50e4b5da-cc20-4fac-b599-2c1a28d146bc,1d94a91b-3997-4a83-9a05-81af3019944e,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-RU С-CN.НВ75.В.5.88365/23,"ТР ТС 027/2012 «О безопасности отдельных видов специализированной пищевой продукции, в том числе диетического лечебного и диетического профилактического питания»",True,2023-05-12 23:28:03.056843,2023-10-22 23:28:03.056843
7bb9b3f6-dff6-4d75-86d3-a253f5940948,e89caa5e-ccb7-46bd-9df4-85c3d5faf340,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-BY С-US.НВ41.В.7.53748/23,"ТР ТС 029/2012 «Требования безопасности пищевых добавок, ароматизаторов и технологических вспомогательных средств»",True,2024-05-05 23:28:03.056843,2024-07-15 23:28:03.056843
9bd65621-c3e6-49d1-8496-1a14cba02e7c,2cf1a525-4f5d-4750-9779-2167d165f405,Транспортная ВСД,PN5N-5373-GX1U-7560-44UC-4073-HOU4-2977,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2023-12-22 23:28:03.056843,2024-03-09 23:28:03.056843
86ce3938-afce-4fa1-9173-3b9dc2f9b504,0f221db7-8b58-406d-acfb-e10a7e24c66d,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-BY С-US.НВ97.В.3.26382/23,ТР ТС 033/2013 «О безопасности молока и молочной продукции»,True,2022-09-28 23:28:03.056843,2023-09-10 23:28:03.056843
b2df065b-4abe-42e5-8ceb-9df1661acb59,3fe8b5dd-7e2b-4862-9edb-d8cd65ac82ce,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-KZ С-NL.НВ85.В.1.58279/21,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2024-04-01 23:28:03.056843,2024-04-04 23:28:03.056843
91a048f9-6621-472b-b167-67ec2fe92939,be35b8c9-1c39-477f-89d5-09f6af1ee53e,СГР на пищевую продукцию,RU.31.22.23.713.E.301926.12.19,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2023-02-27 23:28:03.056843,2024-01-15 23:28:03.056843
2dca5429-54e5-40d8-9f9e-d0e483b26999,1000f4cd-cae3-4578-b379-644d4635d8bd,СГР на пищевую продукцию,RU.49.87.64.383.C.667294.08.03,"ТР ТС 027/2012 «О безопасности отдельных видов специализированной пищевой продукции, в том числе диетического лечебного и диетического профилактического питания»",True,2023-09-15 23:28:03.056843,2024-05-17 23:28:03.056843
b6144140-e511-435e-931e-15829d24f6e6,db38b30b-ab43-41bb-92b2-1f7433b95b12,добровольный сертификат на пищевую продукцию,РОСС RU.3775.87SK70,"ТР ТС 029/2012 «Требования безопасности пищевых добавок, ароматизаторов и технологических вспомогательных средств»",True,2023-11-17 23:28:03.056843,2024-05-18 23:28:03.056843
e3a37e92-d3d4-4cf8-b97b-06bb7e93486d,2ecf9f1e-b11f-4244-9f5f-7350e3804b4b,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-BY С-CN.НВ98.В.3.95598/20,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2023-02-26 23:28:03.056843,2023-11-29 23:28:03.056843
af95c9d5-630b-4902-829b-0218e2390cf2,500e06a6-b92a-44db-9b66-2ea2916c2ffb,Транспортная ВСД,Y27G-6116-0WU0-6575-HZFF-7646-QN9I-8223,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2023-02-08 23:28:03.056843,2023-11-23 23:28:03.056843
daccff45-61bc-4407-8308-54db8f4eaf5d,14c2f91b-fe86-4c57-bf1d-5e3f6fd20cb8,Транспортная ВСД,E065-7194-8U2K-2165-B026-2257-2MGK-7643,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2024-02-18 23:28:03.056843,2024-09-01 23:28:03.056843
29f9d6a0-094f-4011-b9c5-04c0ab085591,7a8c3a66-c718-468a-962a-877f5263d60a,добровольный сертификат на пищевую продукцию,РОСС RU.6963.82EB56,ТР ТС 024/2011 «Технический регламент на масложировую продукцию»,True,2023-11-27 23:28:03.056843,2024-06-29 23:28:03.056843
e87c883b-bf0f-4f3f-94df-be70145b355b,91763b8c-a671-4717-8910-d21be85ec00a,добровольный сертификат на пищевую продукцию,РОСС RU.5666.98QZ37,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2022-12-20 23:28:03.056843,2023-10-09 23:28:03.056843
259981bf-0731-4263-b20a-dc5158caa342,697fde53-45c0-4dc8-ace3-82bdc9965296,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-BY С-RU.НВ81.В.9.69251/20,ТР ТС 034/2013 «О безопасности мяса и мясной продукции»,True,2023-08-13 23:28:03.056843,2023-09-11 23:28:03.056843
4ab9f9ed-06b4-4e8d-a45b-61eb87bade10,8210e6e3-8d20-43b9-b58c-d7c8816715ae,добровольный сертификат на пищевую продукцию,РОСС RU.6048.34RH66,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2024-03-03 23:28:03.056843,2024-04-15 23:28:03.056843
922414a7-351e-4d29-8388-ea07c7d2cb6e,1df8b2ff-e708-467d-9b71-8cc57b0d5b94,СГР на пищевую продукцию,RU.47.27.64.536.C.326306.03.19,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2024-05-19 23:28:03.056843,2024-05-21 23:28:03.056843
bd9118ee-06ae-4097-be01-c9ed5c2ccb00,2a46aa5b-4312-4296-a639-422235a2b226,Транспортная ВСД,X0VQ-4467-EUTB-7577-R74G-1222-990A-9459,ТР ТС 022/2011 «Пищевая продукция в части ее маркировки»,True,2023-08-04 23:28:03.056843,2024-05-18 23:28:03.056843
d7a397b0-63fd-4e84-a28d-7e581ce29794,ba4ea2fc-998a-4888-a591-973d31a586b4,СГР на пищевую продукцию,RU.11.50.82.232.C.176635.02.10,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2023-01-02 23:28:03.056843,2023-11-06 23:28:03.056843
7c8ed595-a6a1-4a62-8179-f9055a9616ef,8c5c2692-eeb3-4984-a11b-6b26ccdc0c8b,Транспортная ВСД,4MNV-7978-V7UR-7304-3HAU-2421-Z1SV-9491,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2023-10-19 23:28:03.056843,2023-12-29 23:28:03.056843
54ae9d19-b8c1-45f9-92de-90cbf98aea56,bf9b9f4b-29df-446a-bb98-e98f802b20bd,добровольный сертификат на пищевую продукцию,РОСС RU.3376.60PF82,ТР ТС 015/2011 «О безопасности зерна»,True,2023-12-30 23:28:03.056843,2024-01-09 23:28:03.056843
c713398e-4076-4d0f-a828-f7f665284a1b,9f589bbd-8f52-4fa5-b76b-ef1eccf10fa3,СГР на пищевую продукцию,RU.71.89.67.477.E.971122.12.08,ТР ТС 024/2011 «Технический регламент на масложировую продукцию»,True,2023-10-14 23:28:03.056843,2024-08-20 23:28:03.056843
a09be18d-b93d-49c4-94df-ee53b50df99a,5bded082-59cf-411e-9312-335445c48b88,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-BY С-CN.НВ83.В.4.54299/21,ТР ТС 034/2013 «О безопасности мяса и мясной продукции»,True,2023-10-18 23:28:03.056843,2024-07-20 23:28:03.056843
13ea0c87-5072-48e2-b565-3c1f54890e28,716c1ea7-697f-4172-83e7-8f8eb5a10bb1,добровольный сертификат на пищевую продукцию,РОСС RU.4515.79FO69,"ТР ТС 029/2012 «Требования безопасности пищевых добавок, ароматизаторов и технологических вспомогательных средств»",True,2023-05-27 23:28:03.056843,2024-04-18 23:28:03.056843
d09560ec-71d9-4907-809f-fbe61c0dd634,9abe6eb5-7814-4ee8-8b9f-3415e3436052,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-BY С-US.НВ96.В.6.26060/24,ТР ТС 034/2013 «О безопасности мяса и мясной продукции»,True,2023-06-20 23:28:03.056843,2024-02-09 23:28:03.056843
