id,title,address,phone_number,fio_representative
c017ad9c-1805-4441-b5f9-8d0f1ab63a15,Григорьева Лимитед,"клх Саранск, наб. Сенная, д. 500 к. 308, 663716",+7 (606) 954-6527,Регина Владимировна Самойлова
e72342e7-a0e3-4c33-b237-179527f89f38,РАО «Быкова Евдокимова»,"к. Нижнекамск, ш. Победа, д. 3 к. 363, 801224",+7 477 031 3854,Аверкий Елисеевич Сысоев
aa506ea2-bdae-414d-b181-0b3a22678b1c,ООО «Шестаков-Смирнов»,"п. Волгодонск, наб. Краснознаменная, д. 73 к. 5/4, 804927",+7 784 537 15 53,Пелагея Мироновна Капустина
c892d578-1410-45fb-aeb2-601e5940c0ab,Урало-Сибирская металлургическая компания,"к. Томск, ул. Путевая, д. 971, 346316",+7 553 688 6924,Горбунова Любовь Викторовна
edbb076e-950c-4ef6-8f81-eb9c57a523f7,Белоусова Инк,"г. Камышлов, ш. Космонавтов, д. 296 к. 6, 929591",8 (740) 314-67-82,Аким Филимонович Исаев
cfef833f-32e0-4528-a4ad-ef5618620677,РАО «Меркушев»,"д. Серпухов, бул. Трактовый, д. 5/6 стр. 645, 622804",+7 (785) 054-7794,Оксана Александровна Герасимова
725422aa-dfce-45c0-a928-8481d4a99fc8,АО «Захарова Соколова»,"ст. Лотошино, пер. Придорожный, д. 9, 730609",8 (431) 595-56-66,Дарья Тарасовна Павлова
025ac2a1-82c0-42db-9e79-d65d657715b4,НПО «Сорокин Игнатова»,"д. Шилка, алл. Шишкина, д. 2 к. 601, 777881",8 617 293 22 84,Серафим Еремеевич Александров
97b87b92-5679-416a-8269-5891ac9d90cb,Мухина и партнеры,"п. Балашиха, ш. Короткое, д. 7, 191903",8 (383) 639-96-49,Яков Юлианович Ларионов
da760b12-3674-42af-ae54-04c6ae2cda2e,ООО «Зыков Поляков»,"ст. Терскол, алл. М.Горького, д. 51, 688273",8 118 724 16 25,Фадей Ильясович Макаров
8443b08f-d4e6-4391-ba0f-f3074aa35be9,"ЗАО «Бобылева, Владимирова и Фадеев»","к. Кинешма, алл. Тополиная, д. 26 к. 7/6, 684773",8 978 860 5375,Прасковья Максимовна Бобылева
83778b53-9e63-46a5-8f80-aa01c4b960a5,Национальная медиа группа,"с. Шуя, пр. Буденного, д. 19 к. 96, 373910",+7 (786) 794-3779,Медведева Синклитикия Степановна
d4aeac81-2017-4739-a153-bdae8077575d,АО «Дмитриев»,"д. Мончегорск, пр. Фабричный, д. 9/4 стр. 8/9, 886707",+75185864166,Исай Герасимович Гусев
5f5f5676-7b70-4aab-af1b-68a80b3fb50e,АО «Ковалев-Филатова»,"д. Мытищи, бул. Маяковского, д. 45 к. 9, 200609",8 151 622 6765,Ларионова Алла Антоновна
62c883de-d8b7-40d1-8492-3238a73b860c,АО «Родионова-Рогов»,"п. Каменск-Шахтинский, бул. Звездный, д. 87 стр. 5, 966631",+7 099 709 22 99,Панфил Валентинович Тимофеев
3ff625d0-5538-4fba-ba56-964fcc9639cc,ООО «Петухов Никифорова»,"клх Кострома, ш. Привольное, д. 7/7 к. 50, 290936",8 387 396 92 63,Агафонова Надежда Львовна
f2a8bf50-d8f5-4afb-9052-8b800a5fb161,"НПО «Ситников, Зимина и Шилов»","с. Ялуторовск, ул. Клары Цеткин, д. 3/2 стр. 3/2, 114071",8 (557) 790-4211,Брагина Наина Тарасовна
0138adc4-9f28-40e5-896e-9af38d98659b,Газнефтетрэйдинг,"п. Сальск, пер. Марта 8, д. 8/3 стр. 28, 424788",+7 763 277 2543,г-н Тихонов Ратмир Игнатович
d12a8e8c-7c6e-4112-ace8-965eda727463,"ОАО «Владимиров, Козлов и Красильников»","клх Белоярский, алл. Калужская, д. 8 стр. 8/6, 915943",8 731 475 34 68,Горшкова Алла Кузьминична
c4806d0c-ea04-4f93-8d56-8cfdb1885057,"ОАО «Шарапов, Костина и Кудряшов»","к. Брянск, наб. Черемушки, д. 20 стр. 5, 195961",8 (215) 143-1898,Трофимов Станислав Жанович
7267a7f6-39e8-45e3-a007-687aa35f22df,РАО «Лихачева Романов»,"п. Тырныауз, бул. Прудный, д. 227 стр. 831, 575214",+7 (085) 921-5634,Регина Петровна Дьячкова
1c0f6308-acd0-4d94-b109-64530ac2c3a5,"ОАО «Князева, Рогова и Зайцева»","г. Кондопога, алл. Дачная, д. 7/6 стр. 8, 607889",+7 951 938 35 85,Василиса Ефимовна Белякова
42aecdcf-33f7-44bb-b531-c9ffc917c5bd,ИП «Моисеева Виноградова»,"с. Дудинка, пер. Павлова, д. 3/7 к. 185, 423165",8 315 820 33 45,Козлова Ольга Егоровна
410de227-7c54-4525-b05d-5ce76bbce83e,АО «Кононов Елисеев»,"клх Кинешма, пр. Мелиоративный, д. 1 стр. 2, 186386",+7 (620) 281-87-76,Цветков Захар Ануфриевич
fadff715-9cab-4e73-9860-2f921633f20a,Сибирская горно-металлургическая компания,"п. Корсаков, бул. Трактовый, д. 31, 066487",8 676 579 48 97,Алина Робертовна Лазарева
62996195-df2c-4fad-9956-377ab944a1b0,Федоров Инк,"ст. Новочеркасск, ул. Локомотивная, д. 316, 287819",8 260 421 2601,Тетерина Марина Святославовна
c797d3b5-26a5-4f37-a6fd-e6878dbfe2c1,"НПО «Ларионова, Исаева и Овчинникова»","с. Камышлов, наб. Папанина, д. 31, 291872",8 248 110 3201,Степанов Будимир Дмитриевич
30a38f9e-c7db-4dd5-92b4-0f9ae676a2c9,"ЗАО «Коновалова, Сидоров и Ларионова»","ст. Чебаркуль, ш. Главное, д. 248 стр. 9, 408699",+7 861 194 6094,Наркис Ермолаевич Аксенов
783d2957-1949-40d4-b4d4-da36441f052c,ООО «Горбунов Одинцов»,"к. Камышин, алл. Юности, д. 1 стр. 994, 770373",+70843473674,Сысоев Порфирий Владиленович
da80f9ee-f431-4c6c-85c6-c7a4f2966a2a,РАО «Лебедева-Осипова»,"клх Новый Оскол, алл. Восточная, д. 59, 681285",+7 666 817 83 95,Любовь Сергеевна Копылова
6c53dc14-a4db-4772-9495-089d1d9f013d,АО «Козлова Федотов»,"ст. Моздок, ул. Трудовая, д. 8/2, 290218",+7 419 906 4183,Наталья Никифоровна Артемьева
0a3ea0bc-c3bf-4bfc-a23e-ff7c443243ed,ИП «Анисимова Гришина»,"п. Арзамас, бул. Калужский, д. 65 стр. 197, 087140",8 932 646 17 78,Милица Павловна Муравьева
883c25fc-c995-4c06-bbc5-2311168e815c,АО «Антонов-Селиверстов»,"с. Енисейск, алл. Карбышева, д. 9/9 стр. 2, 479558",8 179 236 94 35,Сазонова Василиса Николаевна
535f769d-a3ae-48bb-bafd-0b6bf621bc43,"ИП «Мухин, Дементьева и Анисимова»","д. Кежма, пр. Свободы, д. 423 к. 4/5, 365062",8 231 389 6660,Мухина Евгения Григорьевна
7c0b588c-ea27-4c04-a693-0e165952a359,АО «Алексеев»,"с. Октябрьское (Челяб.), бул. Прудный, д. 44, 821762",8 (425) 338-3223,Зиновьева Лидия Архиповна
70d50edb-1534-4b22-b9c2-6cb7f4a50da8,"АО «Кондратьев, Хохлова и Попов»","д. Кириши, алл. Карбышева, д. 7 к. 5, 329032",8 650 653 2800,Зимина Виктория Ниловна
0368c040-233d-4947-8d7c-d3516840b49d,Орлова Инк,"с. Малоярославец, ш. Луговое, д. 531 к. 8/5, 428188",8 100 496 72 23,Антонова Виктория Наумовна
e057642b-0b55-4d40-aad8-467c5c28fc97,Устинова Инкорпорэйтед,"п. Магнитогорск, ш. Томское, д. 3/1 стр. 7/9, 792864",+7 009 703 6816,Потапов Семен Эдгардович
76c40913-0bd5-487b-a7a9-48105d8cb85e,СТД Петрович,"п. Котлас, пр. Волжский, д. 116 стр. 3/3, 756300",82910970156,Олимпиада Тимуровна Власова
85e4e07b-00eb-4790-ae4e-111685a69ef9,НПО «Михеев Шарапова»,"д. Калевала, алл. Чкалова, д. 86 к. 8, 176066",+70472258909,Юлия Леонидовна Жукова
0c1937a8-f8b5-4400-993d-2a95a5777d1b,АО «Герасимова»,"клх Архангельск, бул. Огородный, д. 99 к. 33, 790233",8 219 249 7585,Семен Юлианович Носков
734df000-5806-47d0-bafa-3c5c30f1b080,ИП «Фролов-Зуев»,"г. Шатки, бул. Вишневый, д. 2, 144782",+77147155057,Лев Матвеевич Юдин
ba2afda3-32eb-4617-8c0b-d3e51109ad19,Лихачева Инкорпорэйтед,"к. Курганинск, пр. Жукова, д. 6, 850908",+7 529 497 7698,Кира Александровна Попова
5c9f2501-14b6-41b8-af6a-dab31b41e36d,Жданов Лимитед,"п. Тула, наб. Чайкиной, д. 45 стр. 64, 702175",+7 (349) 713-99-01,Эмилия Егоровна Носкова
4cec10a0-0f16-4744-856f-37ad4d5e7fe5,АО «Филатова-Бурова»,"д. Александровск-Сахалинский, ш. Ключевое, д. 50, 298609",8 580 479 63 40,Ильина Ангелина Макаровна
873e9c06-ac3e-486e-904c-11e847ceb796,Виноградова Инк,"п. Жиганск, пр. Серова, д. 3 стр. 8/3, 354382",8 (515) 259-86-81,Евфросиния Степановна Соловьева
05d549e4-3d95-4b82-aa13-6300fdd63db1,"АО «Тетерин, Уварова и Артемьева»","клх Оленек, пр. Герцена, д. 5/4, 252159",8 731 757 9554,Евфросиния Юльевна Ларионова
1d310725-7055-46ec-bd03-170728633ecf,РАО «Яковлев Ильина»,"п. Гудермес, наб. Фабричная, д. 9/2 к. 4, 868726",87174689853,Андроник Эдгарович Галкин
7399e08f-56e2-4d0b-a360-652127a9de5f,"АО «Терентьев, Блинова и Шилова»","к. Мценск, алл. Озерная, д. 5/6 стр. 7, 995380",85961765694,Крюков Евгений Арсеньевич
99ec26f9-fffd-42f8-8237-fbe074adf730,Фирма Агрокомплекс им. Ткачева,"клх Партизанск, пр. Мичурина, д. 8/5 стр. 276, 041437",+7 950 589 4152,Фокин Владимир Георгиевич
db5b67b5-93df-41a1-b61f-fca7ff46ca17,ОМПК,"д. Ярославль, ул. Победа, д. 7/8 стр. 2/5, 536377",8 (266) 338-15-09,Клавдия Яковлевна Прохорова
bf6072c5-f7dc-44a9-b410-384884ca2787,"ЗАО «Хохлова, Зуева и Уварова»","клх Сортавала, алл. Коминтерна, д. 4 к. 3/1, 111604",88128590443,Добромысл Арсенович Щукин
8eb308d7-3792-4c21-9594-9cf3da70be73,"ИП «Комарова, Боброва и Евдокимов»","ст. Тында, наб. Чехова, д. 15 к. 9, 322946",8 685 884 86 22,Архип Иосипович Константинов
4520d3ad-4611-4926-acd1-b74a68436aa9,"РАО «Власов, Овчинникова и Щукин»","п. Губкин, ул. Победы, д. 9, 622634",+7 127 423 87 91,Белякова Людмила Никифоровна
64d36704-7a8b-4be7-ac83-4d5da6b42379,Автозаправочные комплексы Atan,"клх Старый Оскол, ш. Блюхера, д. 81, 389597",+79749053246,Ширяева Элеонора Оскаровна
138bfd0e-d8a5-4a15-bc83-9ea0d8b26123,НПО «Маслова Новиков»,"г. Стерлитамак, алл. Восточная, д. 189 к. 80, 101767",+7 (281) 204-35-88,Фролова Василиса Оскаровна
f606fbf4-09a5-4700-8f30-5da1d338e599,ИП «Ларионов»,"клх Советский, алл. Ветеранов, д. 7/8 стр. 477, 903058",+7 (438) 417-96-14,Сильвестр Аверьянович Орлов
3f6633e6-61a4-46ac-abed-9e71e8b29ac9,"ОАО «Осипов, Колесников и Дементьева»","ст. Котлас, алл. Чайкиной, д. 6/8 к. 913, 877364",8 (938) 736-3769,Симонов Гремислав Чеславович
f9e838b1-e001-4bb8-85d0-b86d1f8b0243,Иркутская нефтяная компания,"г. Москва, ш. Маркса Карла, д. 1 к. 3, 702039",+7 (026) 620-90-83,Нинель Болеславовна Горшкова
9740a2ae-faa1-4a46-8ad3-e8fe6ba459c3,ООО «Блинов Шашков»,"п. Оренбург, ш. Колхозное, д. 447 стр. 9, 517413",+7 (641) 872-83-12,Викентий Теймуразович Кудряшов
44cd3f59-d2b8-4feb-a1f5-21af7c8c7908,ЗАО «Громов-Тарасова»,"клх Оленегорск (Якут.), пр. Раздольный, д. 5/5 стр. 4/7, 296977",+7 378 930 3763,Регина Ждановна Захарова
bcada0a1-6315-404d-a0e8-8c90e5267ab4,ЗАО «Сидоров»,"д. Сухиничи, алл. Горная, д. 19 стр. 98, 239406",+7 (022) 091-27-28,тов. Тетерин Якуб Арсенович
f3a8b8c0-9853-44f0-b27e-11caa74d565a,Сандоз (Sandoz),"ст. Щельяюр, алл. Красноярская, д. 6 стр. 2, 858593",87934097152,Данилова Маргарита Богдановна
dba8071e-6c50-47a2-8c60-3e6e5a75ea0e,ИП «Молчанова-Денисов»,"к. Прохладный, алл. Крупской, д. 116, 514372",+7 595 728 2002,Евфросиния Феликсовна Никифорова
675dfd0b-71a3-43d1-94d0-d2ae30b2c956,ИП «Комиссарова Абрамова»,"п. Выборг, ш. Звездное, д. 52, 941809",8 559 097 68 15,Трофимов Дмитрий Валентинович
e3423a5c-de41-44e1-b5cc-33e2a8fdeb41,ООО «Колобов Горшкова»,"к. Балашов, пер. Победа, д. 845 стр. 2, 123024",8 (701) 441-81-91,Дарья Даниловна Дементьева
b33975b3-1830-4c67-ad6f-e6c1d89908d6,ЗАО «Некрасова-Комарова»,"г. Солнечногорск, пер. Кузнецкий, д. 7 стр. 72, 710462",89974720267,Олимпиада Леонидовна Артемьева
77a4813c-7acb-4158-8d60-e2c1d4246566,НПО «Рябов-Кузнецова»,"с. Хабаровск, алл. Ивановская, д. 7/8 к. 4, 551258",8 (774) 258-3320,Фёкла Викторовна Кулакова
a0db78c7-f019-46d2-9ee7-83bd2e8044b6,Росморпорт,"д. Тымовское, ул. Победа, д. 4 стр. 409, 335444",8 335 090 87 41,Савелий Игнатович Брагин
f77b4b34-49a7-4a12-9427-9c8dc0de41f8,Нестеров Групп,"п. Чермоз, бул. Кутузова, д. 762 к. 3, 271912",+7 529 092 37 38,Васильева Юлия Аркадьевна
7f479016-4d7a-4efa-8b08-e52c8fadbe64,АО «Турова»,"г. Рубцовск, пр. Высотный, д. 21 к. 3, 824399",8 (495) 571-0399,Аким Бенедиктович Назаров
4e2906d3-1a00-4402-8f88-bb6227837dc4,ООО «Миронов-Кузьмин»,"д. Черусти, ш. Красноярское, д. 82 стр. 47, 613670",+79200376207,Суханов Эраст Владиславович
220011e1-c3ac-4d78-b348-36a3507873d6,Группа Полипластик,"г. Ангарск, пр. Крымский, д. 401, 024304",8 (191) 545-78-88,Жанна Яковлевна Фокина
0fd3f581-dd06-4cfa-82f8-a3bd6a2bf878,Втормет,"клх Верхний Уфалей, пер. Киевский, д. 6/3 стр. 1, 841465",8 (083) 248-5557,Калашников Георгий Брониславович
5c26e043-5df4-4a46-8312-d7d40b6e4944,ООО «Сорокина Смирнова»,"п. Каспийск, бул. Клары Цеткин, д. 63 к. 154, 534159",8 (469) 000-87-52,Карл Григорьевич Михеев
d37d1e42-4ff7-421f-bf13-a6deddffe24c,ОАО «Казаков Медведева»,"к. Лотошино, бул. Кедровый, д. 126 к. 270, 300844",8 234 268 6953,Виноградова Елизавета Эльдаровна
a3c8fc38-e07e-4d93-85d8-ca6a346b01b9,"ЗАО «Козлова, Пестов и Зиновьев»","к. Поронайск, ш. Лунное, д. 9, 177081",+7 352 486 0557,Лапин Дмитрий Всеволодович
5472546f-972f-4cfc-bd50-782352e927ba,РАО «Красильников»,"п. Каспийск, пр. Волгоградский, д. 93 стр. 2/1, 692890",8 (315) 831-96-02,Твердислав Теймуразович Федоров
1959ccf0-e611-41c7-8830-e67fde5d1b3a,АО «Блохин-Рогова»,"с. Кудымкар, наб. Сибирская, д. 36 стр. 9, 627379",+7 271 932 8887,Крюков Всемил Димитриевич
011ec4ae-0500-4818-8e84-5a2c9eff24f4,Иркутская нефтяная компания,"п. Северобайкальск, алл. Кочубея, д. 927 стр. 3/7, 141066",82281355383,Устин Филимонович Егоров
bebdeefe-1e7a-4c5a-b1f9-a4f5f2c192b4,ГК Невада (Самбери),"к. Новомосковск, бул. Октябрьский, д. 424 к. 341, 511248",+7 106 449 9621,г-н Носков Ян Валерьянович
7adbe2b7-445f-4e00-8574-eec68fc1ce24,РАО «Гришин-Жданов»,"клх Павловский Посад, алл. Черняховского, д. 971, 119724",+70540451870,Петров Андрон Егорович
a3e6bb97-82b1-4b93-a194-97445983ab9c,Фаберлик,"к. Ковров, наб. 40 лет Октября, д. 8/2, 354363",+7 541 450 99 40,Милан Игнатьевич Хохлов
2a22379b-5a1f-4311-afc2-c51654051a32,"НПО «Рожков, Харитонов и Бобылева»","г. Каменномостский, ш. Коммуны, д. 4, 455566",82725752053,Глафира Евгеньевна Зыкова
223d325b-5954-408d-b3f2-adb34ba2a1ae,En +,"с. Кизел, наб. Локомотивная, д. 4 к. 262, 110337",81495622826,Куликова Синклитикия Тарасовна
29c83886-4d9b-454f-b16a-cca78aaf54f2,ООО «Ширяев Мишин»,"д. Белореченск, пер. Индустриальный, д. 617 стр. 18, 177545",8 682 353 48 58,Соболева Нинель Тимофеевна
255c367d-2a38-4c66-a667-9fe97d379294,"ОАО «Потапова, Симонова и Лебедева»","д. Вологда, бул. Поперечный, д. 5/3, 361234",+7 073 058 6202,Константин Филатович Мухин
f100ca6c-f8df-47e1-a038-a2f42a8c74c4,"ИП «Самойлова, Васильева и Носов»","д. Ямбург, ш. Казачье, д. 779 стр. 7, 646296",8 479 471 6263,Панфилов Николай Артёмович
65852c59-c6de-4843-b23e-ed6d179b1c7c,"ЗАО «Зиновьев, Хохлов и Мартынов»","ст. Новомичуринск, наб. Шаумяна, д. 375 к. 202, 111808",+7 (953) 342-5929,Рыбакова Антонина Юльевна
1e804366-f987-4376-a81b-b7243348034e,АО «Калашникова-Казаков»,"д. Белорецк, наб. Ушакова, д. 6/3 к. 54, 490376",8 492 822 8366,Абрамова Эмилия Валентиновна
3c9045d7-d748-4076-87e2-a398381a7726,КМР и СНГ (KIA),"д. Туруханск, ш. Березовое, д. 6, 007986",8 551 251 70 14,Илья Адамович Архипов
ea393846-2042-4205-9752-cfe08437e077,"РАО «Лукина, Федорова и Анисимов»","г. Тында, алл. Лунная, д. 9/9 к. 851, 018850",+7 520 868 5296,г-н Аксенов Лонгин Дмитриевич
29cbe9ce-4bfd-4e06-910f-407800ecd405,Суханов и партнеры,"п. Шелехов, ул. Карла Либкнехта, д. 54 стр. 93, 429337",+71370313806,Савельева Раиса Архиповна
2ec6aae0-6395-4173-9abd-fe4eb7d3ce0e,РАО «Доронин Вишнякова»,"г. Токма, алл. Снежная, д. 949, 109772",88390354071,Журавлева Евпраксия Львовна
5f6bae5e-daae-48ff-a130-456471abb4bc,"РАО «Ковалева, Сысоева и Агафонова»","с. Истра, пр. Бабушкина, д. 62 к. 99, 563701",+7 920 170 0855,Зуев Спиридон Глебович
7a7e2681-0e3f-4dd3-9645-d36859e197f5,Васильева Инкорпорэйтед,"с. Нязепетровск, ул. Шмидта, д. 180 к. 289, 967843",84242073932,Артемьев Исай Гаврилович
f2539221-1fd1-45c0-8713-fbcfe4268107,ОАО «Соколов»,"п. Крымск, пер. Минский, д. 6 стр. 9, 650332",8 (978) 744-73-72,Лобанова Ангелина Вениаминовна
27bd16f4-20ae-4708-8c14-a748789812f7,ЗАО «Владимирова-Шестаков»,"п. Листвянка (Иркут.), пер. Курортный, д. 2/1 к. 2/1, 581060",+7 (841) 989-97-26,Алексеев Лукьян Димитриевич
effd87a0-5657-4730-a16e-160e20a92807,"ЗАО «Исаков, Беляков и Блинов»","с. Торжок, бул. Студенческий, д. 627, 678882",8 871 653 62 51,Калашников Гурий Харлампович
d9ea3dae-f320-4578-8a5e-cbfed57c16a8,РАО «Комаров-Пестов»,"п. Шуя, алл. Машиностроителей, д. 7/6 к. 44, 115447",+7 317 094 1792,Иванова Алевтина Олеговна
b2efad62-5fa0-4def-af96-0ce3d54a17e3,Торговая сеть Красное и Белое,"к. Североморск, бул. Ручейный, д. 285, 721864",8 (620) 406-02-05,Ираида Валентиновна Дьячкова
6c635110-5536-4efd-8034-4e2849311e00,АО «Гаврилов Сысоева»,"к. Кырен, наб. Харьковская, д. 5 к. 8/5, 968329",8 (105) 179-0363,Коновалова Наина Дмитриевна
51c6da01-59aa-4906-a486-aa9b75759239,РАО «Рогов-Большакова»,"с. Алдан, алл. Культуры, д. 56 к. 6/7, 417638",+7 275 604 6221,Воронцова Жанна Алексеевна
bcdb7c6b-ac59-4540-8173-78ad1e4bcf8d,Блинов и партнеры,"г. Нефедова, пр. Металлистов, д. 215 стр. 1, 071473",+7 741 776 8965,Силин Харлампий Гаврилович
14c28852-0086-4db0-8470-7aa91c426354,Сорокин Инк,"п. Кемерово, алл. Индустриальная, д. 634, 774298",88770113271,Алевтина Геннадьевна Шестакова
d2a2c43e-dfdf-4ba1-b148-df6bc38765f1,Орехова и партнеры,"д. Мезень, бул. Советской Армии, д. 5, 144265",+7 (031) 153-9302,Ольга Феликсовна Авдеева
b4426c7f-6831-4e5a-81e7-7c6083e93eb5,Новосибирскэнергосбыт,"ст. Чебаркуль, пер. Тихий, д. 3/5 к. 7/4, 071453",+7 (744) 615-19-83,Дмитриев Исидор Гавриилович
3eab7a38-b961-4c6b-bd87-a6e542ae1115,ООО «Шаров-Харитонова»,"с. Новомичуринск, бул. Полтавский, д. 551 к. 3/4, 365152",+7 (248) 161-1601,тов. Комиссарова Ульяна Сергеевна
2cf457d3-1fc6-455a-8e36-755294088028,Мясников и партнеры,"ст. Нарым, пер. Революционный, д. 9/6 к. 502, 427599",+7 522 441 14 77,Фролова Любовь Богдановна
230eaf98-0f80-449a-a1b4-b8d0d663ae36,ООО «Федосеев-Комарова»,"ст. Забайкальск, бул. Лесный, д. 4/1 стр. 76, 456909",+7 678 660 4252,Зоя Филипповна Филиппова
4402dbbd-3c23-4b2c-9ee4-e5a3de32c0bf,ЗАО «Данилова Воробьев»,"д. Шелехов, ул. Фрунзе, д. 69, 080917",87013246067,Адриан Федотович Жданов
29d30994-5f08-4ff9-9acf-53794fc32662,ОАО «Агафонова»,"клх Глазов, ул. Бригадная, д. 7/5 стр. 33, 066851",+7 099 231 7501,Савва Иларионович Мясников
c4a37b7b-c4d6-4fe6-9a78-325437ef32cc,Лапина Инкорпорэйтед,"п. Саянск, алл. Куйбышева, д. 5/8, 051282",8 531 658 5130,Флорентин Федосеевич Григорьев
1653a281-a42e-439e-8f36-ca48dac9b8c8,АвтоВАЗ,"к. Курск, пр. Павлика Морозова, д. 27 стр. 133, 009882",+7 633 060 0827,Ильина Зоя Тимофеевна
b346f9cb-91f4-451a-b96f-2b792ba82d7b,ИП «Рябов-Петров»,"с. Усть-Баргузин, пер. Фабричный, д. 67, 441885",8 (931) 515-02-66,Самойлова Юлия Матвеевна
635e86d0-7bc6-45a9-9b3f-0644fd50a184,ОАО «Мишин Назаров»,"г. Джубга, ш. Щербакова, д. 1, 901495",87264576388,Соловьева Нонна Антоновна
a6443417-66ff-4a9d-b47c-c117c5662cf0,ОАО «Веселова-Кудрявцев»,"с. Алапаевск, пр. Урожайный, д. 997 стр. 1/8, 130155",+7 (434) 274-5284,Назар Иосипович Белозеров
5c12e96b-2483-434c-9a10-4a6b495d9e1c,ИП «Агафонова»,"клх Хужир, пр. Громова, д. 2/8, 793834",8 968 218 5181,Клавдия Макаровна Матвеева
5a1d2820-f3b7-49d9-a668-a17de7577087,Матвеева и партнеры,"клх Каспийск, ул. Новостройка, д. 606 к. 2, 070044",+7 676 944 1934,Хохлова Маргарита Павловна
3bc08366-39d6-4053-ac92-7b083db6b49e,ООО «Беляева»,"с. Щельяюр, бул. Деповский, д. 319 к. 2, 887996",8 796 667 9988,Нонна Олеговна Никитина
89898b79-19e1-4c41-abdc-d065e7a94fdd,Азур Эйр,"г. Дубна, пр. Западный, д. 610 к. 37, 812337",80015035156,Глеб Брониславович Сидоров
18b89014-08c3-4c46-a082-89686ea55780,Авиакомпания Икар,"г. Завьялиха, пер. Волжский, д. 3/8 к. 53, 046198",8 (086) 181-7639,Козлова Светлана Юльевна
b3e677f1-cb18-48f6-b13b-7bc1d0a80979,ЗАО «Федосеева-Савина»,"к. Североуральск, бул. Набережный, д. 6/9 к. 438, 885865",8 (295) 087-86-18,тов. Самойлова Нинель Васильевна
e5fb478d-2e09-44e3-96e0-fc7dc0015da3,ГК Автомир,"с. Озеры, ш. Шаумяна, д. 763, 797355",+7 (356) 782-4088,Вера Эльдаровна Хохлова
84bb849f-3f98-448d-8493-02fc547c8220,Николаев и партнеры,"г. Черкесск, наб. Николаева, д. 1/9, 507032",8 170 596 11 16,Семен Ермилович Белоусов
ac5516d6-d854-45ee-ac87-801c9bfd27d0,АвтоГермес,"к. Невьянск, ул. Рябиновая, д. 6/3 стр. 783, 626719",+7 (272) 198-5861,Елизавета Аскольдовна Лихачева
6c1f1471-8367-4e7a-ba06-71775010c833,Иванова Инк,"г. Южноуральск, пр. Прибрежный, д. 50 к. 7, 277522",+7 (493) 450-88-59,Сергей Бориславович Костин
6876951e-2b97-4ea9-8cb7-e5b743782a2c,ООО «Гусев-Дроздова»,"г. Кыштым, бул. Советский, д. 976 к. 7, 195689",8 287 148 6359,Карпова Эмилия Кирилловна
f01bf1e4-d30b-49fd-b2b1-27c5538e07b2,Ягуар ленд ровер,"клх Камышлов, ул. Панфилова, д. 2/7, 429023",8 089 213 95 11,Лора Леонидовна Калашникова
227d9c7c-fe87-4aaa-a436-1221e8b28d28,"АО «Никонова, Владимиров и Савельев»","д. Дагомыс, пер. Добролюбова, д. 2, 955369",86568319439,Ершова Людмила Степановна
f50935fa-b3e4-4632-ab17-9326062ebe28,ОАО «Мясникова»,"ст. Луга, наб. Высокая, д. 1/3 стр. 97, 991581",85877074475,Горбачева Марфа Тимуровна
831877a1-a33d-400c-aebb-a8286466e19b,РАО «Хохлов Исаков»,"п. Муром, наб. Просторная, д. 2/6, 178244",8 747 344 4790,Молчанова Глафира Алексеевна
3cf6628d-6097-4201-9049-1293cfba41d8,ООО «Сидорова»,"г. Белорецк, бул. Почтовый, д. 332 к. 72, 381700",8 (593) 355-7116,Архипов Ярополк Данилович
bfba384d-b80a-4cfa-a7d2-5abb1b51d0c4,ООО «Петухов»,"г. Городовиковск, пр. Кузнецова, д. 579, 348712",+7 190 512 35 98,Абрамов Георгий Бориславович
6b8b7be3-ebaa-428c-a159-720f5b2e4831,ВО ЖДТ России,"ст. Губаха, пер. Ярославский, д. 1/8 к. 4, 506856",8 (855) 168-1301,Вероника Кузьминична Антонова
ff50f91b-a477-4696-b374-b9d56cd431b3,Авторусь,"д. Выборг, алл. Минина, д. 9, 612242",88463283882,Фома Адрианович Гаврилов
0d447128-f6ac-4858-a458-a704cb4b6a49,АО «Трофимов-Емельянова»,"с. Вендинга, пр. Загородный, д. 4/1 к. 8/8, 743672",8 (863) 504-4410,Комиссарова Варвара Максимовна
7e79632d-412d-41db-99e0-55db25cbaaf4,"НПО «Сорокин, Прохорова и Самсонова»","д. Кузнецк, бул. Речной, д. 5/5 стр. 5, 633247",8 396 404 20 59,Наумов Христофор Ильич
14e7bd2b-ea23-42ec-a49e-6e3bfff64582,Группа Стройтрансгаз,"г. Рубцовск, наб. Пирогова, д. 4/9 к. 839, 644843",8 801 613 5693,Дарья Федоровна Копылова
661f1822-38cc-4ab2-b926-39d4b91eebfd,Носов и партнеры,"д. Назрань, пер. Первомайский, д. 61 стр. 643, 087371",89200238720,Рогова Лора Евгеньевна
a7512ad0-c894-446f-8d5c-ec52e0b1329e,М Фэшн,"д. Шелехов, пр. Высотный, д. 23, 253438",8 695 959 14 48,Вацлав Филимонович Наумов
424ceacc-0a9d-4613-a056-13a21ece6a4f,ЗАО «Владимирова»,"г. Елабуга, ул. Лазурная, д. 44 к. 55, 124876",8 (402) 963-08-53,Емельян Захарьевич Крылов
